Artist,Date,Title
Drew Sycamore,2025-02-12,Take It Back
Eminem ft. Rihanna,2025-02-12,The Monster
"Coldplay, Little Simz, Burna Boy, Elyanna, Tini",2025-02-12,We Pray
Westlife,2025-02-12,When You're Looking Like That
Zedd and Grey ft. Maren Moris,2025-02-12,The Middle
Jonah Blacksmith,2025-02-12,House On Fire
Lewis Capaldi,2025-02-12,Someone You Loved
Avril Lavigne,2025-02-13,Complicated
Zara Larsson and David Guetta,2025-02-13,On My Love
Ed Sheeran,2025-02-13,Shape Of You
Uro,2025-02-13,Min Bror
Mark Ambor,2025-02-13,Belong Together
eminem,2025-02-13,The Real Slim Shady
Dasha,2025-02-13,Not At This Party
The Script,2025-02-13,The Man Who Can't Be Moved
Christopher,2025-02-13,Lose A You
Kygo and Ava Max,2025-02-13,Whatever
LeAnn Rimes,2025-02-13,Can't Fight The Moonlight
Drew Sycamore,2025-02-13,Another Lovesong
Flo Rida ft. Sia,2025-02-13,Wild Ones
Miley Cyrus,2025-02-13,End Of The World
Rema and Selena Gomez,2025-02-13,Calm Down
Imagine Dragons,2025-02-13,On Top Of The World
Myles Smith,2025-02-13,Nice To Meet You
Alex Warren ft. Ella Henderson,2025-02-13,Carry You Home
Westlife,2025-02-13,World Of Our Own
Billie Eilish,2025-02-13,Birds Of A Feather
Fergie,2025-02-13,Big Girls Don't Cry
Glass Animals,2025-02-13,Heat Waves
Dasha,2025-02-13,Austin
Drew Sycamore,2025-02-13,Lonely Heat
Noah Kahan,2025-02-13,Stick Season
Jubel ft. Neimy,2025-02-13,Dancing In The Moonlight
Jax Jones ft. MNEK,2025-02-13,Where Did You Go
Alex Warren,2025-02-13,Ordinary
The Weeknd,2025-02-13,Blinding Lights
Lost Frequencies,2025-02-13,Are You With Me
B.O.B. ft. Hayley Williams,2025-02-13,Airplanes
Benson Boone,2025-02-13,Beautiful Things
Rihanna,2025-02-13,Only Girl
Dua Lipa,2025-02-13,Houdini
The Weeknd,2025-02-13,Dancing In The Flames
Iyaz,2025-02-13,Replay
Teddy Swims,2025-02-13,The Door
Bruno Mars,2025-02-13,Just The Way You Are
Chappell Roan,2025-02-13,"Good Luck, Babe!"
OneRepublic,2025-02-13,Counting Stars
Jordin Sparks and Chris Brown,2025-02-13,No Air
Avicii vs. Nicki Romero,2025-02-13,I Could Be The One
Justin Timberlake,2025-02-13,Mirrors
Tobias Rahim ft. Andreas Odbjerg,2025-02-13,Stor Mand
Jonah Blacksmith,2025-02-13,Yellow Bike
Shaboozey,2025-02-13,A Bar Song
Drew Sycamore,2025-02-13,Perfect Disaster
David Guetta ft. MistaJam ft. John Newman,2025-02-13,If You Really Love Me
Drew Sycamore,2025-02-13,Change The World
"Robin Schulz, Lilly Wood, The Prick",2025-02-13,Prayer In C
P!nk,2025-02-13,Never Gonna Not Dance Again
Mabel,2025-02-13,Don't Call Me Up
Joel Corry and MNEK,2025-02-13,Head & Heart
Calvin Harris ft. Rag'n'Bone Man,2025-02-13,Lovers In A Past Life
The Calling,2025-02-13,Wherever You Will Go
Loreen,2025-02-13,Euphoria
C21,2025-02-13,Stuck In My Heart
C21,2025-02-13,One of Us Is Lonely
Eric Prydz,2025-02-13,Call On Me
Selena Gomez ft. Marshmello,2025-02-13,Wolves
Calum Scott,2025-02-13,Dancing On My Own
Black Eyed Peas,2025-02-13,Where Is The Love
Christopher,2025-02-13,Fall So Hard
Drew Sycamore,2025-02-13,Take It Back
Eminem ft. Rihanna,2025-02-13,The Monster
"Coldplay, Little Simz, Burna Boy, Elyanna, Tini",2025-02-13,We Pray
Westlife,2025-02-13,When You're Looking Like That
Zedd and Grey ft. Maren Moris,2025-02-13,The Middle
Jonah Blacksmith,2025-02-13,House On Fire
Lewis Capaldi,2025-02-13,Someone You Loved
Avril Lavigne,2025-02-14,Complicated
Zara Larsson and David Guetta,2025-02-14,On My Love
Ed Sheeran,2025-02-14,Shape Of You
Uro,2025-02-14,Min Bror
Mark Ambor,2025-02-14,Belong Together
eminem,2025-02-14,The Real Slim Shady
Dasha,2025-02-14,Not At This Party
Shaboozey,2025-02-14,A Bar Song
The Script,2025-02-14,The Man Who Can't Be Moved
Christopher,2025-02-14,Lose A You
Kygo and Ava Max,2025-02-14,Whatever
LeAnn Rimes,2025-02-14,Can't Fight The Moonlight
Drew Sycamore,2025-02-14,Another Lovesong
Flo Rida ft. Sia,2025-02-14,Wild Ones
Miley Cyrus,2025-02-14,End Of The World
Rema and Selena Gomez,2025-02-14,Calm Down
Imagine Dragons,2025-02-14,On Top Of The World
Myles Smith,2025-02-14,Nice To Meet You
Alex Warren ft. Ella Henderson,2025-02-14,Carry You Home
Westlife,2025-02-14,World Of Our Own
Billie Eilish,2025-02-14,Birds Of A Feather
Fergie,2025-02-14,Big Girls Don't Cry
Glass Animals,2025-02-14,Heat Waves
Drew Sycamore,2025-02-14,Lonely Heat
Noah Kahan,2025-02-14,Stick Season
Jubel ft. Neimy,2025-02-14,Dancing In The Moonlight
Jax Jones ft. MNEK,2025-02-14,Where Did You Go
Katy Perry,2025-02-14,Teenage Dream
Lost Frequencies,2025-02-14,Are You With Me
B.O.B. ft. Hayley Williams,2025-02-14,Airplanes
Benson Boone,2025-02-14,Beautiful Things
Rihanna,2025-02-14,Only Girl
Dua Lipa,2025-02-14,Houdini
The Weeknd,2025-02-14,Dancing In The Flames
Iyaz,2025-02-14,Replay
Teddy Swims,2025-02-14,The Door
Bruno Mars,2025-02-14,Just The Way You Are
Chappell Roan,2025-02-14,"Good Luck, Babe!"
OneRepublic,2025-02-14,Counting Stars
Jordin Sparks and Chris Brown,2025-02-14,No Air
Avicii vs. Nicki Romero,2025-02-14,I Could Be The One
Justin Timberlake,2025-02-14,Mirrors
Tobias Rahim ft. Andreas Odbjerg,2025-02-14,Stor Mand
Dermot Kennedy,2025-02-14,Outnumbered
Jonah Blacksmith,2025-02-14,Yellow Bike
David Guetta ft. MistaJam ft. John Newman,2025-02-14,If You Really Love Me
Alex Warren,2025-02-14,Ordinary
Drew Sycamore,2025-02-14,Change The World
"Robin Schulz, Lilly Wood, The Prick",2025-02-14,Prayer In C
P!nk,2025-02-14,Never Gonna Not Dance Again
Mabel,2025-02-14,Don't Call Me Up
Joel Corry and MNEK,2025-02-14,Head & Heart
Calvin Harris ft. Rag'n'Bone Man,2025-02-14,Lovers In A Past Life
The Calling,2025-02-14,Wherever You Will Go
Loreen,2025-02-14,Euphoria
C21,2025-02-14,Stuck In My Heart
C21,2025-02-14,One of Us Is Lonely
Eric Prydz,2025-02-14,Call On Me
Selena Gomez ft. Marshmello,2025-02-14,Wolves
Calum Scott,2025-02-14,Dancing On My Own
Black Eyed Peas,2025-02-14,Where Is The Love
Christopher,2025-02-14,Fall So Hard
Clean Bandit ft. Zara Larsson,2025-02-14,Symphony
Lady Gaga ft. Colby O' Donis,2025-02-14,Just Dance
Drew Sycamore,2025-02-14,Take It Back
Eminem ft. Rihanna,2025-02-14,The Monster
Westlife,2025-02-14,When You're Looking Like That
Zedd and Grey ft. Maren Moris,2025-02-14,The Middle
Jonah Blacksmith,2025-02-14,House On Fire
Ed Sheeran,2025-02-14,Eyes Closed
Avril Lavigne,2025-02-15,Complicated
Zara Larsson and David Guetta,2025-02-15,On My Love
Ed Sheeran,2025-02-15,Shape Of You
Uro,2025-02-15,Min Bror
Mark Ambor,2025-02-15,Belong Together
eminem,2025-02-15,The Real Slim Shady
Dasha,2025-02-15,Not At This Party
The Script,2025-02-15,The Man Who Can't Be Moved
Christopher,2025-02-15,Lose A You
Kygo and Ava Max,2025-02-15,Whatever
LeAnn Rimes,2025-02-15,Can't Fight The Moonlight
Drew Sycamore,2025-02-15,Another Lovesong
Flo Rida ft. Sia,2025-02-15,Wild Ones
Miley Cyrus,2025-02-15,End Of The World
Rema and Selena Gomez,2025-02-15,Calm Down
Imagine Dragons,2025-02-15,On Top Of The World
Myles Smith,2025-02-15,Nice To Meet You
Alex Warren ft. Ella Henderson,2025-02-15,Carry You Home
Westlife,2025-02-15,World Of Our Own
Billie Eilish,2025-02-15,Birds Of A Feather
Fergie,2025-02-15,Big Girls Don't Cry
Glass Animals,2025-02-15,Heat Waves
Drew Sycamore,2025-02-15,Lonely Heat
Noah Kahan,2025-02-15,Stick Season
Jubel ft. Neimy,2025-02-15,Dancing In The Moonlight
Jax Jones ft. MNEK,2025-02-15,Where Did You Go
Katy Perry,2025-02-15,Teenage Dream
The Weeknd,2025-02-15,Blinding Lights
Lost Frequencies,2025-02-15,Are You With Me
B.O.B. ft. Hayley Williams,2025-02-15,Airplanes
Benson Boone,2025-02-15,Beautiful Things
Rihanna,2025-02-15,Only Girl
Dua Lipa,2025-02-15,Houdini
The Weeknd,2025-02-15,Dancing In The Flames
Iyaz,2025-02-15,Replay
Teddy Swims,2025-02-15,The Door
Bruno Mars,2025-02-15,Just The Way You Are
OneRepublic,2025-02-15,Counting Stars
Jordin Sparks and Chris Brown,2025-02-15,No Air
Avicii vs. Nicki Romero,2025-02-15,I Could Be The One
Justin Timberlake,2025-02-15,Mirrors
Tobias Rahim ft. Andreas Odbjerg,2025-02-15,Stor Mand
Jonah Blacksmith,2025-02-15,Yellow Bike
Shaboozey,2025-02-15,A Bar Song
David Guetta ft. MistaJam ft. John Newman,2025-02-15,If You Really Love Me
Alex Warren,2025-02-15,Ordinary
Drew Sycamore,2025-02-15,Change The World
"Robin Schulz, Lilly Wood, The Prick",2025-02-15,Prayer In C
P!nk,2025-02-15,Never Gonna Not Dance Again
Mabel,2025-02-15,Don't Call Me Up
Joel Corry and MNEK,2025-02-15,Head & Heart
Dasha,2025-02-15,Austin
Calvin Harris ft. Rag'n'Bone Man,2025-02-15,Lovers In A Past Life
The Calling,2025-02-15,Wherever You Will Go
Loreen,2025-02-15,Euphoria
C21,2025-02-15,Stuck In My Heart
C21,2025-02-15,One of Us Is Lonely
Eric Prydz,2025-02-15,Call On Me
Selena Gomez ft. Marshmello,2025-02-15,Wolves
Calum Scott,2025-02-15,Dancing On My Own
Black Eyed Peas,2025-02-15,Where Is The Love
Christopher,2025-02-15,Fall So Hard
Lady Gaga ft. Colby O' Donis,2025-02-15,Just Dance
Drew Sycamore,2025-02-15,Take It Back
Eminem ft. Rihanna,2025-02-15,The Monster
Westlife,2025-02-15,When You're Looking Like That
Zedd and Grey ft. Maren Moris,2025-02-15,The Middle
Jonah Blacksmith,2025-02-15,House On Fire
Ed Sheeran,2025-02-15,Eyes Closed
Avril Lavigne,2025-02-16,Complicated
Zara Larsson and David Guetta,2025-02-16,On My Love
Ed Sheeran,2025-02-16,Shape Of You
Uro,2025-02-16,Min Bror
Mark Ambor,2025-02-16,Belong Together
eminem,2025-02-16,The Real Slim Shady
Dasha,2025-02-16,Not At This Party
The Script,2025-02-16,The Man Who Can't Be Moved
Christopher,2025-02-16,Lose A You
Kygo and Ava Max,2025-02-16,Whatever
LeAnn Rimes,2025-02-16,Can't Fight The Moonlight
Drew Sycamore,2025-02-16,Another Lovesong
Flo Rida ft. Sia,2025-02-16,Wild Ones
Miley Cyrus,2025-02-16,End Of The World
Rema and Selena Gomez,2025-02-16,Calm Down
Imagine Dragons,2025-02-16,On Top Of The World
Myles Smith,2025-02-16,Nice To Meet You
Alex Warren ft. Ella Henderson,2025-02-16,Carry You Home
Westlife,2025-02-16,World Of Our Own
Billie Eilish,2025-02-16,Birds Of A Feather
Fergie,2025-02-16,Big Girls Don't Cry
Glass Animals,2025-02-16,Heat Waves
Drew Sycamore,2025-02-16,Lonely Heat
Noah Kahan,2025-02-16,Stick Season
Jubel ft. Neimy,2025-02-16,Dancing In The Moonlight
Jax Jones ft. MNEK,2025-02-16,Where Did You Go
The Weeknd,2025-02-16,Blinding Lights
Lost Frequencies,2025-02-16,Are You With Me
B.O.B. ft. Hayley Williams,2025-02-16,Airplanes
Benson Boone,2025-02-16,Beautiful Things
Rihanna,2025-02-16,Only Girl
Dua Lipa,2025-02-16,Houdini
The Weeknd,2025-02-16,Dancing In The Flames
Shaboozey,2025-02-16,A Bar Song
Iyaz,2025-02-16,Replay
Teddy Swims,2025-02-16,The Door
Bruno Mars,2025-02-16,Just The Way You Are
OneRepublic,2025-02-16,Counting Stars
Alex Warren,2025-02-16,Ordinary
Jordin Sparks and Chris Brown,2025-02-16,No Air
Dasha,2025-02-16,Austin
Avicii vs. Nicki Romero,2025-02-16,I Could Be The One
Justin Timberlake,2025-02-16,Mirrors
Tobias Rahim ft. Andreas Odbjerg,2025-02-16,Stor Mand
Jonah Blacksmith,2025-02-16,Yellow Bike
Drew Sycamore,2025-02-16,Perfect Disaster
David Guetta ft. MistaJam ft. John Newman,2025-02-16,If You Really Love Me
Drew Sycamore,2025-02-16,Change The World
"Robin Schulz, Lilly Wood, The Prick",2025-02-16,Prayer In C
P!nk,2025-02-16,Never Gonna Not Dance Again
Mabel,2025-02-16,Don't Call Me Up
Joel Corry and MNEK,2025-02-16,Head & Heart
Calvin Harris ft. Rag'n'Bone Man,2025-02-16,Lovers In A Past Life
The Calling,2025-02-16,Wherever You Will Go
Loreen,2025-02-16,Euphoria
C21,2025-02-16,Stuck In My Heart
C21,2025-02-16,One of Us Is Lonely
Eric Prydz,2025-02-16,Call On Me
Selena Gomez ft. Marshmello,2025-02-16,Wolves
Calum Scott,2025-02-16,Dancing On My Own
Black Eyed Peas,2025-02-16,Where Is The Love
Christopher,2025-02-16,Fall So Hard
Drew Sycamore,2025-02-16,Take It Back
Eminem ft. Rihanna,2025-02-16,The Monster
Westlife,2025-02-16,When You're Looking Like That
Zedd and Grey ft. Maren Moris,2025-02-16,The Middle
Jonah Blacksmith,2025-02-16,House On Fire
Lewis Capaldi,2025-02-16,Someone You Loved
Avril Lavigne,2025-02-17,Complicated
Zara Larsson and David Guetta,2025-02-17,On My Love
Ed Sheeran,2025-02-17,Shape Of You
Uro,2025-02-17,Min Bror
Mark Ambor,2025-02-17,Belong Together
eminem,2025-02-17,The Real Slim Shady
Dasha,2025-02-17,Not At This Party
Shaboozey,2025-02-17,A Bar Song
The Script,2025-02-17,The Man Who Can't Be Moved
Christopher,2025-02-17,Lose A You
Kygo and Ava Max,2025-02-17,Whatever
LeAnn Rimes,2025-02-17,Can't Fight The Moonlight
Drew Sycamore,2025-02-17,Another Lovesong
Flo Rida ft. Sia,2025-02-17,Wild Ones
Miley Cyrus,2025-02-17,End Of The World
Rema and Selena Gomez,2025-02-17,Calm Down
Imagine Dragons,2025-02-17,On Top Of The World
Myles Smith,2025-02-17,Nice To Meet You
Alex Warren ft. Ella Henderson,2025-02-17,Carry You Home
Westlife,2025-02-17,World Of Our Own
Billie Eilish,2025-02-17,Birds Of A Feather
Fergie,2025-02-17,Big Girls Don't Cry
Glass Animals,2025-02-17,Heat Waves
Dasha,2025-02-17,Austin
Drew Sycamore,2025-02-17,Lonely Heat
Noah Kahan,2025-02-17,Stick Season
Jubel ft. Neimy,2025-02-17,Dancing In The Moonlight
Jax Jones ft. MNEK,2025-02-17,Where Did You Go
Katy Perry,2025-02-17,Teenage Dream
Alex Warren,2025-02-17,Ordinary
The Weeknd,2025-02-17,Blinding Lights
Lost Frequencies,2025-02-17,Are You With Me
B.O.B. ft. Hayley Williams,2025-02-17,Airplanes
Benson Boone,2025-02-17,Beautiful Things
Rihanna,2025-02-17,Only Girl
Dua Lipa,2025-02-17,Houdini
The Weeknd,2025-02-17,Dancing In The Flames
Iyaz,2025-02-17,Replay
Teddy Swims,2025-02-17,The Door
Bruno Mars,2025-02-17,Just The Way You Are
Chappell Roan,2025-02-17,"Good Luck, Babe!"
OneRepublic,2025-02-17,Counting Stars
Jordin Sparks and Chris Brown,2025-02-17,No Air
Avicii vs. Nicki Romero,2025-02-17,I Could Be The One
Justin Timberlake,2025-02-17,Mirrors
Tobias Rahim ft. Andreas Odbjerg,2025-02-17,Stor Mand
Jonah Blacksmith,2025-02-17,Yellow Bike
Drew Sycamore,2025-02-17,Perfect Disaster
David Guetta ft. MistaJam ft. John Newman,2025-02-17,If You Really Love Me
Drew Sycamore,2025-02-17,Change The World
"Robin Schulz, Lilly Wood, The Prick",2025-02-17,Prayer In C
P!nk,2025-02-17,Never Gonna Not Dance Again
Mabel,2025-02-17,Don't Call Me Up
Joel Corry and MNEK,2025-02-17,Head & Heart
Calvin Harris ft. Rag'n'Bone Man,2025-02-17,Lovers In A Past Life
The Calling,2025-02-17,Wherever You Will Go
Loreen,2025-02-17,Euphoria
C21,2025-02-17,Stuck In My Heart
C21,2025-02-17,One of Us Is Lonely
Eric Prydz,2025-02-17,Call On Me
Selena Gomez ft. Marshmello,2025-02-17,Wolves
Calum Scott,2025-02-17,Dancing On My Own
Black Eyed Peas,2025-02-17,Where Is The Love
Christopher,2025-02-17,Fall So Hard
Drew Sycamore,2025-02-17,Take It Back
Eminem ft. Rihanna,2025-02-17,The Monster
"Coldplay, Little Simz, Burna Boy, Elyanna, Tini",2025-02-17,We Pray
Westlife,2025-02-17,When You're Looking Like That
Zedd and Grey ft. Maren Moris,2025-02-17,The Middle
Jonah Blacksmith,2025-02-17,House On Fire
Avril Lavigne,2025-02-18,Complicated
Zara Larsson and David Guetta,2025-02-18,On My Love
Ed Sheeran,2025-02-18,Shape Of You
Uro,2025-02-18,Min Bror
Mark Ambor,2025-02-18,Belong Together
eminem,2025-02-18,The Real Slim Shady
Dasha,2025-02-18,Not At This Party
Shaboozey,2025-02-18,A Bar Song
The Script,2025-02-18,The Man Who Can't Be Moved
Christopher,2025-02-18,Lose A You
Kygo and Ava Max,2025-02-18,Whatever
LeAnn Rimes,2025-02-18,Can't Fight The Moonlight
Drew Sycamore,2025-02-18,Another Lovesong
Flo Rida ft. Sia,2025-02-18,Wild Ones
Miley Cyrus,2025-02-18,End Of The World
Rema and Selena Gomez,2025-02-18,Calm Down
Imagine Dragons,2025-02-18,On Top Of The World
Myles Smith,2025-02-18,Nice To Meet You
Alex Warren ft. Ella Henderson,2025-02-18,Carry You Home
Westlife,2025-02-18,World Of Our Own
Billie Eilish,2025-02-18,Birds Of A Feather
Fergie,2025-02-18,Big Girls Don't Cry
Glass Animals,2025-02-18,Heat Waves
Drew Sycamore,2025-02-18,Lonely Heat
Noah Kahan,2025-02-18,Stick Season
Jubel ft. Neimy,2025-02-18,Dancing In The Moonlight
Jax Jones ft. MNEK,2025-02-18,Where Did You Go
The Weeknd,2025-02-18,Blinding Lights
Lost Frequencies,2025-02-18,Are You With Me
B.O.B. ft. Hayley Williams,2025-02-18,Airplanes
Benson Boone,2025-02-18,Beautiful Things
Rihanna,2025-02-18,Only Girl
Dua Lipa,2025-02-18,Houdini
The Weeknd,2025-02-18,Dancing In The Flames
Iyaz,2025-02-18,Replay
Teddy Swims,2025-02-18,The Door
Bruno Mars,2025-02-18,Just The Way You Are
OneRepublic,2025-02-18,Counting Stars
Alex Warren,2025-02-18,Ordinary
Jordin Sparks and Chris Brown,2025-02-18,No Air
Dasha,2025-02-18,Austin
Avicii vs. Nicki Romero,2025-02-18,I Could Be The One
Justin Timberlake,2025-02-18,Mirrors
Tobias Rahim ft. Andreas Odbjerg,2025-02-18,Stor Mand
Jonah Blacksmith,2025-02-18,Yellow Bike
David Guetta ft. MistaJam ft. John Newman,2025-02-18,If You Really Love Me
Drew Sycamore,2025-02-18,Change The World
"Robin Schulz, Lilly Wood, The Prick",2025-02-18,Prayer In C
P!nk,2025-02-18,Never Gonna Not Dance Again
Mabel,2025-02-18,Don't Call Me Up
Joel Corry and MNEK,2025-02-18,Head & Heart
Calvin Harris ft. Rag'n'Bone Man,2025-02-18,Lovers In A Past Life
The Calling,2025-02-18,Wherever You Will Go
Loreen,2025-02-18,Euphoria
C21,2025-02-18,Stuck In My Heart
C21,2025-02-18,One of Us Is Lonely
Eric Prydz,2025-02-18,Call On Me
Selena Gomez ft. Marshmello,2025-02-18,Wolves
Calum Scott,2025-02-18,Dancing On My Own
Black Eyed Peas,2025-02-18,Where Is The Love
Christopher,2025-02-18,Fall So Hard
Drew Sycamore,2025-02-18,Take It Back
Eminem ft. Rihanna,2025-02-18,The Monster
"Coldplay, Little Simz, Burna Boy, Elyanna, Tini",2025-02-18,We Pray
Westlife,2025-02-18,When You're Looking Like That
Zedd and Grey ft. Maren Moris,2025-02-18,The Middle
Jonah Blacksmith,2025-02-18,House On Fire
Ed Sheeran,2025-02-18,Eyes Closed
Avril Lavigne,2025-02-19,Complicated
Zara Larsson and David Guetta,2025-02-19,On My Love
Ed Sheeran,2025-02-19,Shape Of You
Uro,2025-02-19,Min Bror
Mark Ambor,2025-02-19,Belong Together
eminem,2025-02-19,The Real Slim Shady
Dasha,2025-02-19,Not At This Party
Shaboozey,2025-02-19,A Bar Song
The Script,2025-02-19,The Man Who Can't Be Moved
Christopher,2025-02-19,Lose A You
Kygo and Ava Max,2025-02-19,Whatever
LeAnn Rimes,2025-02-19,Can't Fight The Moonlight
Drew Sycamore,2025-02-19,Another Lovesong
Flo Rida ft. Sia,2025-02-19,Wild Ones
Miley Cyrus,2025-02-19,End Of The World
Rema and Selena Gomez,2025-02-19,Calm Down
Imagine Dragons,2025-02-19,On Top Of The World
Myles Smith,2025-02-19,Nice To Meet You
Alex Warren ft. Ella Henderson,2025-02-19,Carry You Home
Westlife,2025-02-19,World Of Our Own
Billie Eilish,2025-02-19,Birds Of A Feather
Fergie,2025-02-19,Big Girls Don't Cry
Glass Animals,2025-02-19,Heat Waves
Drew Sycamore,2025-02-19,Lonely Heat
Noah Kahan,2025-02-19,Stick Season
Jubel ft. Neimy,2025-02-19,Dancing In The Moonlight
Jax Jones ft. MNEK,2025-02-19,Where Did You Go
Katy Perry,2025-02-19,Teenage Dream
The Weeknd,2025-02-19,Blinding Lights
Lost Frequencies,2025-02-19,Are You With Me
B.O.B. ft. Hayley Williams,2025-02-19,Airplanes
Benson Boone,2025-02-19,Beautiful Things
Rihanna,2025-02-19,Only Girl
Dua Lipa,2025-02-19,Houdini
The Weeknd,2025-02-19,Dancing In The Flames
Iyaz,2025-02-19,Replay
Teddy Swims,2025-02-19,The Door
Bruno Mars,2025-02-19,Just The Way You Are
OneRepublic,2025-02-19,Counting Stars
Alex Warren,2025-02-19,Ordinary
Jordin Sparks and Chris Brown,2025-02-19,No Air
Dasha,2025-02-19,Austin
Avicii vs. Nicki Romero,2025-02-19,I Could Be The One
Justin Timberlake,2025-02-19,Mirrors
Tobias Rahim ft. Andreas Odbjerg,2025-02-19,Stor Mand
Dermot Kennedy,2025-02-19,Outnumbered
Jonah Blacksmith,2025-02-19,Yellow Bike
David Guetta ft. MistaJam ft. John Newman,2025-02-19,If You Really Love Me
Drew Sycamore,2025-02-19,Change The World
"Robin Schulz, Lilly Wood, The Prick",2025-02-19,Prayer In C
P!nk,2025-02-19,Never Gonna Not Dance Again
Mabel,2025-02-19,Don't Call Me Up
Joel Corry and MNEK,2025-02-19,Head & Heart
Calvin Harris ft. Rag'n'Bone Man,2025-02-19,Lovers In A Past Life
The Calling,2025-02-19,Wherever You Will Go
Loreen,2025-02-19,Euphoria
C21,2025-02-19,Stuck In My Heart
C21,2025-02-19,One of Us Is Lonely
Eric Prydz,2025-02-19,Call On Me
Selena Gomez ft. Marshmello,2025-02-19,Wolves
Calum Scott,2025-02-19,Dancing On My Own
Black Eyed Peas,2025-02-19,Where Is The Love
Christopher,2025-02-19,Fall So Hard
Drew Sycamore,2025-02-19,Take It Back
Eminem ft. Rihanna,2025-02-19,The Monster
Westlife,2025-02-19,When You're Looking Like That
Zedd and Grey ft. Maren Moris,2025-02-19,The Middle
Jonah Blacksmith,2025-02-19,House On Fire
Lewis Capaldi,2025-02-19,Someone You Loved
Avril Lavigne,2025-02-20,Complicated
Zara Larsson and David Guetta,2025-02-20,On My Love
Ed Sheeran,2025-02-20,Shape Of You
Uro,2025-02-20,Min Bror
Mark Ambor,2025-02-20,Belong Together
eminem,2025-02-20,The Real Slim Shady
Dasha,2025-02-20,Not At This Party
Shaboozey,2025-02-20,A Bar Song
The Script,2025-02-20,The Man Who Can't Be Moved
Christopher,2025-02-20,Lose A You
Kygo and Ava Max,2025-02-20,Whatever
LeAnn Rimes,2025-02-20,Can't Fight The Moonlight
Drew Sycamore,2025-02-20,Another Lovesong
Flo Rida ft. Sia,2025-02-20,Wild Ones
Miley Cyrus,2025-02-20,End Of The World
Rema and Selena Gomez,2025-02-20,Calm Down
Imagine Dragons,2025-02-20,On Top Of The World
Myles Smith,2025-02-20,Nice To Meet You
